,caption,prob
1624,a man holding a cell phone in a hand.,"[5.1127165e-09 3.4796605e-05 9.9781138e-01 ... 2.1442688e-08 2.7201342e-08
 1.7412113e-08]"
1625,a man holding a cell phone in a hand.,"[5.1127165e-09 3.4796605e-05 9.9781138e-01 ... 2.1442688e-08 2.7201342e-08
 1.7412113e-08]"
1626,a man holding a cell phone in a hand.,"[5.1127165e-09 3.4796605e-05 9.9781138e-01 ... 2.1442688e-08 2.7201342e-08
 1.7412113e-08]"
1627,a man holding a cell phone in a hand.,"[5.1127165e-09 3.4796605e-05 9.9781138e-01 ... 2.1442688e-08 2.7201342e-08
 1.7412113e-08]"
1628,a man is riding a surfboard on a beach.,"[4.2498254e-09 3.0328229e-05 9.9751806e-01 ... 1.7108970e-08 1.8035793e-08
 1.3288414e-08]"
1629,a man is riding a surfboard on a beach.,"[4.2498254e-09 3.0328229e-05 9.9751806e-01 ... 1.7108970e-08 1.8035793e-08
 1.3288414e-08]"
1630,a man holding a cell phone in a hand.,"[4.5297233e-09 3.3284949e-05 9.9805212e-01 ... 1.9744116e-08 2.3350319e-08
 1.5535333e-08]"
1631,a man holding a cell phone in a hand.,"[4.5297233e-09 3.3284949e-05 9.9805212e-01 ... 1.9744116e-08 2.3350319e-08
 1.5535333e-08]"
1632,a man riding a snowboard down a snow covered slope.,"[5.8733893e-09 3.4798053e-05 9.9737430e-01 ... 2.5833673e-08 2.5401743e-08
 2.0363823e-08]"
1633,a man riding a skateboard down a ramp.,"[7.5133988e-09 3.1609543e-05 9.9710828e-01 ... 3.2347121e-08 3.5343675e-08
 2.6568152e-08]"
1634,a man riding a skateboard down a ramp.,"[7.5133988e-09 3.1609543e-05 9.9710828e-01 ... 3.2347121e-08 3.5343675e-08
 2.6568152e-08]"
1635,a man riding a skateboard down a ramp.,"[7.5133988e-09 3.1609543e-05 9.9710828e-01 ... 3.2347121e-08 3.5343675e-08
 2.6568152e-08]"
1636,a person is riding a skateboard down a ramp.,"[6.0146883e-09 4.2867472e-05 9.9722737e-01 ... 2.4383267e-08 2.6559521e-08
 1.9557184e-08]"
1637,a person is riding a skateboard down a ramp.,"[6.0146883e-09 4.2867472e-05 9.9722737e-01 ... 2.4383267e-08 2.6559521e-08
 1.9557184e-08]"
1638,a man riding a surfboard on a wave.,"[4.7722333e-09 3.1245214e-05 9.9744982e-01 ... 2.0725487e-08 2.1378613e-08
 1.5662271e-08]"
1639,a man is holding a tennis racket on a court.,"[5.8939276e-09 3.9409228e-05 9.9749064e-01 ... 2.5184708e-08 3.4532249e-08
 2.1302395e-08]"
1640,a man is holding a tennis racket on a court.,"[5.8939276e-09 3.9409228e-05 9.9749064e-01 ... 2.5184708e-08 3.4532249e-08
 2.1302395e-08]"
1641,a group of people standing on a beach with a kite.,"[5.0071716e-09 2.2562595e-05 9.9725312e-01 ... 2.1159815e-08 2.2437291e-08
 1.6691384e-08]"
1642,a group of people standing on a beach with a kite.,"[5.0071716e-09 2.2562595e-05 9.9725312e-01 ... 2.1159815e-08 2.2437291e-08
 1.6691384e-08]"
1643,a man riding a horse down a street.,"[7.2611432e-09 3.6519334e-05 9.9730456e-01 ... 3.1218544e-08 3.8023472e-08
 2.5994426e-08]"
1644,a man riding a horse down a street.,"[7.2611432e-09 3.6519334e-05 9.9730456e-01 ... 3.1218544e-08 3.8023472e-08
 2.5994426e-08]"
1645,a man is holding a skateboard in the air.,"[6.3729133e-09 3.9985251e-05 9.9737984e-01 ... 2.7871494e-08 3.6426311e-08
 2.2921787e-08]"
1646,a man is holding a skateboard in the air.,"[6.3729133e-09 3.9985251e-05 9.9737984e-01 ... 2.7871494e-08 3.6426311e-08
 2.2921787e-08]"
1647,a man is riding a skateboard on a beach.,"[5.4155866e-09 3.3147091e-05 9.9738520e-01 ... 2.1506585e-08 2.4463109e-08
 1.7608727e-08]"
1648,a man is riding a skateboard on a beach.,"[5.4155866e-09 3.3147091e-05 9.9738520e-01 ... 2.1506585e-08 2.4463109e-08
 1.7608727e-08]"
1649,a group of people standing on a tennis court.,"[1.12361755e-08 3.79929952e-05 9.96446669e-01 ... 5.09926394e-08
 7.12651627e-08 4.55497151e-08]"
1650,a train is traveling down the tracks near a train station.,"[6.8177815e-09 2.6149202e-05 9.9734867e-01 ... 3.0346726e-08 3.3948108e-08
 2.4657647e-08]"
1651,a train is traveling down the tracks near a train station.,"[6.8177815e-09 2.6149202e-05 9.9734867e-01 ... 3.0346726e-08 3.3948108e-08
 2.4657647e-08]"
1652,a man in a suit and tie is standing in front of a building.,"[3.0659280e-09 3.6345038e-05 9.9839264e-01 ... 1.1822376e-08 1.2829445e-08
 9.3488088e-09]"
1653,a man in a suit and tie is standing in front of a building.,"[3.0659280e-09 3.6345038e-05 9.9839264e-01 ... 1.1822376e-08 1.2829445e-08
 9.3488088e-09]"
1654,a man in a baseball uniform holding a bat.,"[5.9824021e-09 3.4768749e-05 9.9741387e-01 ... 2.6463345e-08 3.5043531e-08
 2.2300402e-08]"
1655,a man in a baseball uniform holding a bat.,"[5.9824021e-09 3.4768749e-05 9.9741387e-01 ... 2.6463345e-08 3.5043531e-08
 2.2300402e-08]"
1656,a man in a baseball uniform holding a bat.,"[5.9824021e-09 3.4768749e-05 9.9741387e-01 ... 2.6463345e-08 3.5043531e-08
 2.2300402e-08]"
1657,a man in a baseball uniform holding a bat.,"[5.9824021e-09 3.4768749e-05 9.9741387e-01 ... 2.6463345e-08 3.5043531e-08
 2.2300402e-08]"
1658,a man riding a skateboard down a street.,"[6.6890609e-09 3.7816164e-05 9.9726260e-01 ... 2.8127372e-08 3.3526995e-08
 2.2894232e-08]"
1659,a man riding a skateboard down a street.,"[6.6890609e-09 3.7816164e-05 9.9726260e-01 ... 2.8127372e-08 3.3526995e-08
 2.2894232e-08]"
1660,a street sign with a stop sign on it.,"[8.9624965e-09 3.1897031e-05 9.9686265e-01 ... 4.1576989e-08 4.9333515e-08
 3.3895084e-08]"
1661,a person is holding a skateboard on a skateboard.,"[5.1834688e-09 3.5805817e-05 9.9763942e-01 ... 2.3111674e-08 2.7580452e-08
 1.8104959e-08]"
1662,a person is holding a skateboard on a skateboard.,"[5.1834688e-09 3.5805817e-05 9.9763942e-01 ... 2.3111674e-08 2.7580452e-08
 1.8104959e-08]"
1663,a person is holding a skateboard on a skateboard.,"[5.1834688e-09 3.5805817e-05 9.9763942e-01 ... 2.3111674e-08 2.7580452e-08
 1.8104959e-08]"
1664,a man is riding a skateboard on a ramp.,"[6.3446750e-09 3.3000859e-05 9.9734515e-01 ... 2.6298650e-08 3.0263326e-08
 2.1938041e-08]"
1665,a man is riding a skateboard on a ramp.,"[6.3446750e-09 3.3000859e-05 9.9734515e-01 ... 2.6298650e-08 3.0263326e-08
 2.1938041e-08]"
1666,a man is riding a skateboard on a ramp.,"[6.3446750e-09 3.3000859e-05 9.9734515e-01 ... 2.6298650e-08 3.0263326e-08
 2.1938041e-08]"
1667,a man is riding a skateboard on a ramp.,"[6.3446750e-09 3.3000859e-05 9.9734515e-01 ... 2.6298650e-08 3.0263326e-08
 2.1938041e-08]"
1668,a man riding a skateboard down a hill.,"[5.6797882e-09 3.1682204e-05 9.9731714e-01 ... 2.3054906e-08 2.5167218e-08
 1.8988953e-08]"
1669,a man riding a skateboard down a hill.,"[5.6797882e-09 3.1682204e-05 9.9731714e-01 ... 2.3054906e-08 2.5167218e-08
 1.8988953e-08]"
1670,a man riding a skateboard down a hill.,"[5.6797882e-09 3.1682204e-05 9.9731714e-01 ... 2.3054906e-08 2.5167218e-08
 1.8988953e-08]"
1671,a man is holding a frisbee in the air.,"[6.1635945e-09 3.5159352e-05 9.9737144e-01 ... 2.6084926e-08 3.4595626e-08
 2.2229850e-08]"
1672,a man is holding a frisbee in the air.,"[6.1635945e-09 3.5159352e-05 9.9737144e-01 ... 2.6084926e-08 3.4595626e-08
 2.2229850e-08]"
1673,a man is holding a frisbee in the air.,"[6.1635945e-09 3.5159352e-05 9.9737144e-01 ... 2.6084926e-08 3.4595626e-08
 2.2229850e-08]"
1674,a man riding a skateboard down a street.,"[6.3323875e-09 2.9520379e-05 9.9747378e-01 ... 2.6220546e-08 3.1201164e-08
 2.2251433e-08]"
1675,a man riding a skateboard down a street.,"[6.3323875e-09 2.9520379e-05 9.9747378e-01 ... 2.6220546e-08 3.1201164e-08
 2.2251433e-08]"
1676,a group of people standing on a beach with a kite.,"[4.2455306e-09 1.9136509e-05 9.9744934e-01 ... 1.7586062e-08 1.8174125e-08
 1.3956742e-08]"
1677,a group of people standing on a beach with a kite.,"[4.2455306e-09 1.9136509e-05 9.9744934e-01 ... 1.7586062e-08 1.8174125e-08
 1.3956742e-08]"
1678,a group of people standing on a beach with a kite.,"[4.2455306e-09 1.9136509e-05 9.9744934e-01 ... 1.7586062e-08 1.8174125e-08
 1.3956742e-08]"
1679,a group of people standing around a table with a crowd of people.,"[6.3154739e-09 3.2782005e-05 9.9753237e-01 ... 2.5071641e-08 3.1466023e-08
 2.1935339e-08]"
1680,a group of people standing around a table with a crowd of people.,"[6.3154739e-09 3.2782005e-05 9.9753237e-01 ... 2.5071641e-08 3.1466023e-08
 2.1935339e-08]"
1681,a group of people standing around a table with a crowd of people.,"[6.3154739e-09 3.2782005e-05 9.9753237e-01 ... 2.5071641e-08 3.1466023e-08
 2.1935339e-08]"
1682,a woman is holding a tennis racket in a hand.,"[5.3010827e-09 4.1827738e-05 9.9763799e-01 ... 2.2185972e-08 2.9706971e-08
 1.8311432e-08]"
1683,a woman is holding a tennis racket in a hand.,"[5.3010827e-09 4.1827738e-05 9.9763799e-01 ... 2.2185972e-08 2.9706971e-08
 1.8311432e-08]"
1684,a man riding a motorcycle on a street.,"[6.5321628e-09 4.0056944e-05 9.9742585e-01 ... 2.7818235e-08 3.3244572e-08
 2.2626159e-08]"
1685,a man riding a motorcycle on a street.,"[6.5321628e-09 4.0056944e-05 9.9742585e-01 ... 2.7818235e-08 3.3244572e-08
 2.2626159e-08]"
1686,a man riding a motorcycle on a street.,"[6.5321628e-09 4.0056944e-05 9.9742585e-01 ... 2.7818235e-08 3.3244572e-08
 2.2626159e-08]"
1687,a man is standing on a bench with a dog.,"[5.7714291e-09 3.3380311e-05 9.9738878e-01 ... 2.3699284e-08 2.8062818e-08
 1.9211384e-08]"
1688,a man is standing on a bench with a dog.,"[5.7714291e-09 3.3380311e-05 9.9738878e-01 ... 2.3699284e-08 2.8062818e-08
 1.9211384e-08]"
1689,a man in a suit and tie is standing in front of a building.,"[3.13278004e-09 3.79093217e-05 9.98257816e-01 ... 1.13361684e-08
 1.27781901e-08 9.01386255e-09]"
1690,a man in a suit and tie is standing in front of a building.,"[3.13278004e-09 3.79093217e-05 9.98257816e-01 ... 1.13361684e-08
 1.27781901e-08 9.01386255e-09]"
1691,a man in a suit and tie is standing in front of a building.,"[3.13278004e-09 3.79093217e-05 9.98257816e-01 ... 1.13361684e-08
 1.27781901e-08 9.01386255e-09]"
1692,a man in a suit and tie is standing in front of a building.,"[3.13278004e-09 3.79093217e-05 9.98257816e-01 ... 1.13361684e-08
 1.27781901e-08 9.01386255e-09]"
1693,a group of people standing around a table with a large umbrella.,"[4.6089377e-09 2.1882197e-05 9.9798238e-01 ... 1.8471107e-08 2.2008278e-08
 1.5646592e-08]"
1694,a group of people standing around a table with a large umbrella.,"[4.6089377e-09 2.1882197e-05 9.9798238e-01 ... 1.8471107e-08 2.2008278e-08
 1.5646592e-08]"
1695,a man riding a skateboard down a street.,"[7.4917592e-09 4.0965890e-05 9.9720299e-01 ... 3.1187518e-08 3.9553438e-08
 2.6493199e-08]"
1696,a man riding a skateboard down a street.,"[7.6324556e-09 3.4537086e-05 9.9730539e-01 ... 3.3140342e-08 4.2484920e-08
 2.8337356e-08]"
1697,a man riding a skateboard down a street.,"[7.6324556e-09 3.4537086e-05 9.9730539e-01 ... 3.3140342e-08 4.2484920e-08
 2.8337356e-08]"
1698,a man riding a skateboard down a street.,"[7.6324556e-09 3.4537086e-05 9.9730539e-01 ... 3.3140342e-08 4.2484920e-08
 2.8337356e-08]"
1699,a man riding a skateboard down a street.,"[7.6324556e-09 3.4537086e-05 9.9730539e-01 ... 3.3140342e-08 4.2484920e-08
 2.8337356e-08]"
1700,a man holding a banana in a hand.,"[4.4419588e-09 3.2262982e-05 9.9803716e-01 ... 2.0905841e-08 2.3193195e-08
 1.5940493e-08]"
1701,a man holding a banana in a hand.,"[4.4419588e-09 3.2262982e-05 9.9803716e-01 ... 2.0905841e-08 2.3193195e-08
 1.5940493e-08]"
1702,a person is riding a skateboard on a ramp.,"[6.0360033e-09 3.9587270e-05 9.9728572e-01 ... 2.4298014e-08 2.8019542e-08
 1.9799751e-08]"
1703,a person is riding a skateboard on a ramp.,"[6.0360033e-09 3.9587270e-05 9.9728572e-01 ... 2.4298014e-08 2.8019542e-08
 1.9799751e-08]"
1704,a person is riding a skateboard on a ramp.,"[6.0360033e-09 3.9587270e-05 9.9728572e-01 ... 2.4298014e-08 2.8019542e-08
 1.9799751e-08]"
1705,a person is riding a skateboard on a ramp.,"[6.0360033e-09 3.9587270e-05 9.9728572e-01 ... 2.4298014e-08 2.8019542e-08
 1.9799751e-08]"
1706,a man in a suit and tie is standing in a park.,"[4.9028710e-09 3.7768128e-05 9.9779838e-01 ... 1.8693843e-08 2.1787017e-08
 1.5509125e-08]"
1707,a man is flying a kite in the air.,"[4.9734536e-09 3.1246738e-05 9.9760795e-01 ... 2.0028954e-08 2.2524572e-08
 1.6342325e-08]"
1708,a man is flying a kite in the air.,"[4.9734536e-09 3.1246738e-05 9.9760795e-01 ... 2.0028954e-08 2.2524572e-08
 1.6342325e-08]"
1709,a man is flying a kite in the air.,"[4.9734536e-09 3.1246738e-05 9.9760795e-01 ... 2.0028954e-08 2.2524572e-08
 1.6342325e-08]"
1710,a group of people standing around a table with a bunch of wine.,"[4.1309929e-09 1.8874865e-05 9.9792933e-01 ... 1.6106029e-08 1.8559399e-08
 1.3907428e-08]"
1711,a group of people standing around a table with a bunch of wine.,"[4.1309929e-09 1.8874865e-05 9.9792933e-01 ... 1.6106029e-08 1.8559399e-08
 1.3907428e-08]"
1712,a group of people standing around a table with a bunch of wine.,"[4.1309929e-09 1.8874865e-05 9.9792933e-01 ... 1.6106029e-08 1.8559399e-08
 1.3907428e-08]"
1713,a person flying a kite in the air.,"[5.0215263e-09 2.7895643e-05 9.9754590e-01 ... 2.0308944e-08 2.2441309e-08
 1.6739332e-08]"
1714,a person flying a kite in the air.,"[5.0215263e-09 2.7895643e-05 9.9754590e-01 ... 2.0308944e-08 2.2441309e-08
 1.6739332e-08]"
1715,a person flying a kite in the air.,"[5.0215263e-09 2.7895643e-05 9.9754590e-01 ... 2.0308944e-08 2.2441309e-08
 1.6739332e-08]"
1716,a man is holding a cell phone in a room.,"[5.3910880e-09 3.8948790e-05 9.9761897e-01 ... 2.3089745e-08 2.9229399e-08
 1.8804439e-08]"
1717,a man is holding a cell phone in a room.,"[5.3910880e-09 3.8948790e-05 9.9761897e-01 ... 2.3089745e-08 2.9229399e-08
 1.8804439e-08]"
1718,a man is holding a cell phone in a room.,"[5.3910880e-09 3.8948790e-05 9.9761897e-01 ... 2.3089745e-08 2.9229399e-08
 1.8804439e-08]"
1719,a man is standing on a bench with a dog.,"[6.6546342e-09 3.7276259e-05 9.9729437e-01 ... 2.7533547e-08 3.5029508e-08
 2.2756124e-08]"
1720,a man is standing on a bench with a dog.,"[6.6546342e-09 3.7276259e-05 9.9729437e-01 ... 2.7533547e-08 3.5029508e-08
 2.2756124e-08]"
1721,a man is standing on a bench with a dog.,"[6.6546342e-09 3.7276259e-05 9.9729437e-01 ... 2.7533547e-08 3.5029508e-08
 2.2756124e-08]"
1722,a man is sitting on a bench in a park.,"[5.3148783e-09 4.4666565e-05 9.9767917e-01 ... 2.0918440e-08 2.6110051e-08
 1.7041284e-08]"
1723,a man is sitting on a bench in a park.,"[5.3148783e-09 4.4666565e-05 9.9767917e-01 ... 2.0918440e-08 2.6110051e-08
 1.7041284e-08]"
1724,a man is sitting on a bench in a park.,"[5.3148783e-09 4.4666565e-05 9.9767917e-01 ... 2.0918440e-08 2.6110051e-08
 1.7041284e-08]"
1725,a man is sitting on a bench in a park.,"[5.3148783e-09 4.4666565e-05 9.9767917e-01 ... 2.0918440e-08 2.6110051e-08
 1.7041284e-08]"
1726,a man in a suit and tie is standing in a parking lot.,"[3.72289399e-09 4.98794470e-05 9.97911155e-01 ... 1.31992595e-08
 1.57303948e-08 1.06636513e-08]"
1727,a man in a suit and tie is standing in a parking lot.,"[3.72289399e-09 4.98794470e-05 9.97911155e-01 ... 1.31992595e-08
 1.57303948e-08 1.06636513e-08]"
1728,a man in a suit and tie is standing in a parking lot.,"[3.72289399e-09 4.98794470e-05 9.97911155e-01 ... 1.31992595e-08
 1.57303948e-08 1.06636513e-08]"
1729,a man riding a skateboard down a street.,"[7.3532025e-09 4.3668286e-05 9.9720627e-01 ... 3.0631742e-08 3.8776175e-08
 2.5712186e-08]"
1730,a man riding a skateboard down a street.,"[7.3532025e-09 4.3668286e-05 9.9720627e-01 ... 3.0631742e-08 3.8776175e-08
 2.5712186e-08]"
1731,a man riding a skateboard down a street.,"[7.3532025e-09 4.3668286e-05 9.9720627e-01 ... 3.0631742e-08 3.8776175e-08
 2.5712186e-08]"
1732,a man riding a skateboard down a street.,"[6.4798704e-09 3.9423507e-05 9.9730033e-01 ... 2.6549612e-08 3.1170163e-08
 2.1543592e-08]"
1733,a man riding a skateboard down a street.,"[6.4798704e-09 3.9423507e-05 9.9730033e-01 ... 2.6549612e-08 3.1170163e-08
 2.1543592e-08]"
1734,a man riding a skateboard down a street.,"[6.4798704e-09 3.9423507e-05 9.9730033e-01 ... 2.6549612e-08 3.1170163e-08
 2.1543592e-08]"
1735,a man riding a skateboard down a street.,"[6.4798704e-09 3.9423507e-05 9.9730033e-01 ... 2.6549612e-08 3.1170163e-08
 2.1543592e-08]"
1736,a person is holding a surfboard in the air.,"[5.2657039e-09 3.4594119e-05 9.9752623e-01 ... 2.2125551e-08 2.4526560e-08
 1.7442865e-08]"
1737,a person is holding a surfboard in the air.,"[5.2657039e-09 3.4594119e-05 9.9752623e-01 ... 2.2125551e-08 2.4526560e-08
 1.7442865e-08]"
1738,a man in a suit and tie is holding a cell phone.,"[3.2212322e-09 3.4163328e-05 9.9825174e-01 ... 1.2466404e-08 1.4405590e-08
 9.8910302e-09]"
1739,a man in a suit and tie is holding a cell phone.,"[3.2212322e-09 3.4163328e-05 9.9825174e-01 ... 1.2466404e-08 1.4405590e-08
 9.8910302e-09]"
1740,a man in a suit and tie is holding a cell phone.,"[3.2212322e-09 3.4163328e-05 9.9825174e-01 ... 1.2466404e-08 1.4405590e-08
 9.8910302e-09]"
1741,a man in a suit and tie is holding a cell phone.,"[3.2212322e-09 3.4163328e-05 9.9825174e-01 ... 1.2466404e-08 1.4405590e-08
 9.8910302e-09]"
1742,a group of people standing around a table with a bunch of bananas.,"[5.1515654e-09 1.9884821e-05 9.9752551e-01 ... 2.2961062e-08 2.2494332e-08
 1.8244146e-08]"
1743,a group of people standing around a table with a bunch of bananas.,"[5.1515654e-09 1.9884821e-05 9.9752551e-01 ... 2.2961062e-08 2.2494332e-08
 1.8244146e-08]"
1744,a group of people standing around a table with a bunch of bananas.,"[5.1515654e-09 1.9884821e-05 9.9752551e-01 ... 2.2961062e-08 2.2494332e-08
 1.8244146e-08]"
1745,a group of people standing around a table with a bunch of bananas.,"[5.1515654e-09 1.9884821e-05 9.9752551e-01 ... 2.2961062e-08 2.2494332e-08
 1.8244146e-08]"
1746,a man in a suit and a hat on a skateboard.,"[6.3949228e-09 5.0277209e-05 9.9738091e-01 ... 2.4622443e-08 3.0713458e-08
 2.0884723e-08]"
1747,a man in a suit and a hat on a skateboard.,"[6.3949228e-09 5.0277209e-05 9.9738091e-01 ... 2.4622443e-08 3.0713458e-08
 2.0884723e-08]"
1748,a man in a suit and a hat on a skateboard.,"[6.3949228e-09 5.0277209e-05 9.9738091e-01 ... 2.4622443e-08 3.0713458e-08
 2.0884723e-08]"
1749,a man in a suit and tie is playing a game.,"[5.4673608e-09 4.0262963e-05 9.9766195e-01 ... 2.2010489e-08 3.0793334e-08
 1.8967715e-08]"
1750,a man in a wet suit is riding a surfboard.,"[3.8597325e-09 3.6768837e-05 9.9755716e-01 ... 1.5540341e-08 1.6433637e-08
 1.1944068e-08]"
1751,a man in a wet suit is riding a surfboard.,"[3.8597325e-09 3.6768837e-05 9.9755716e-01 ... 1.5540341e-08 1.6433637e-08
 1.1944068e-08]"
1752,a man in a wet suit is riding a surfboard.,"[3.8597325e-09 3.6768837e-05 9.9755716e-01 ... 1.5540341e-08 1.6433637e-08
 1.1944068e-08]"
1753,a man is holding a skateboard on a skateboard.,"[6.2226340e-09 3.7596117e-05 9.9747062e-01 ... 2.7383585e-08 3.2655429e-08
 2.1730896e-08]"
1754,a man is holding a skateboard on a skateboard.,"[6.2226340e-09 3.7596117e-05 9.9747062e-01 ... 2.7383585e-08 3.2655429e-08
 2.1730896e-08]"
1755,a man is holding a skateboard on a sidewalk.,"[7.1465078e-09 4.4188379e-05 9.9721473e-01 ... 3.0257119e-08 3.8708741e-08
 2.4718798e-08]"
1756,a man is holding a skateboard on a sidewalk.,"[7.1465078e-09 4.4188379e-05 9.9721473e-01 ... 3.0257119e-08 3.8708741e-08
 2.4718798e-08]"
1757,a man is holding a skateboard on a sidewalk.,"[7.1465078e-09 4.4188379e-05 9.9721473e-01 ... 3.0257119e-08 3.8708741e-08
 2.4718798e-08]"
1758,a man in a wet suit riding a wave.,"[4.7077480e-09 4.0233110e-05 9.9736828e-01 ... 2.0754014e-08 2.1318558e-08
 1.5589615e-08]"
1759,a man in a wet suit riding a wave.,"[4.7077480e-09 4.0233110e-05 9.9736828e-01 ... 2.0754014e-08 2.1318558e-08
 1.5589615e-08]"
1760,a man in a wet suit riding a wave.,"[4.7077480e-09 4.0233110e-05 9.9736828e-01 ... 2.0754014e-08 2.1318558e-08
 1.5589615e-08]"
1761,a man is holding a tennis racket on a court.,"[6.7320109e-09 3.9198334e-05 9.9727911e-01 ... 2.8711622e-08 3.9789743e-08
 2.4854804e-08]"
1762,a man is holding a tennis racket on a court.,"[6.7320109e-09 3.9198334e-05 9.9727911e-01 ... 2.8711622e-08 3.9789743e-08
 2.4854804e-08]"
1763,a man is holding a tennis racket on a court.,"[6.7320109e-09 3.9198334e-05 9.9727911e-01 ... 2.8711622e-08 3.9789743e-08
 2.4854804e-08]"
1764,a man is holding a tennis racket on a court.,"[6.7320109e-09 3.9198334e-05 9.9727911e-01 ... 2.8711622e-08 3.9789743e-08
 2.4854804e-08]"
1765,a group of people standing on a bench in a park.,"[7.3543149e-09 4.0586900e-05 9.9730766e-01 ... 2.9937759e-08 3.9883510e-08
 2.6076542e-08]"
1766,a group of people standing on a bench in a park.,"[7.3543149e-09 4.0586900e-05 9.9730766e-01 ... 2.9937759e-08 3.9883510e-08
 2.6076542e-08]"
1767,a man is sitting on a bench in front of a window.,"[3.6212364e-09 3.1186872e-05 9.9827027e-01 ... 1.4001011e-08 1.6002774e-08
 1.1567309e-08]"
1768,a man is sitting on a bench in front of a window.,"[3.6212364e-09 3.1186872e-05 9.9827027e-01 ... 1.4001011e-08 1.6002774e-08
 1.1567309e-08]"
1769,a man is sitting on a bench in front of a window.,"[3.6212364e-09 3.1186872e-05 9.9827027e-01 ... 1.4001011e-08 1.6002774e-08
 1.1567309e-08]"
1770,a man is standing on a skateboard in the air.,"[7.3352462e-09 4.1102849e-05 9.9733210e-01 ... 3.0201171e-08 3.9538339e-08
 2.5476602e-08]"
1771,a man is standing on a skateboard in the air.,"[7.3352462e-09 4.1102849e-05 9.9733210e-01 ... 3.0201171e-08 3.9538339e-08
 2.5476602e-08]"
1772,a man is standing on a skateboard in the air.,"[7.3352462e-09 4.1102849e-05 9.9733210e-01 ... 3.0201171e-08 3.9538339e-08
 2.5476602e-08]"
1773,a man is standing on a skateboard in the air.,"[7.3352462e-09 4.1102849e-05 9.9733210e-01 ... 3.0201171e-08 3.9538339e-08
 2.5476602e-08]"
1774,a man is riding a skateboard on a ramp.,"[7.6684294e-09 4.0163817e-05 9.9713671e-01 ... 3.2213080e-08 3.9513861e-08
 2.6741260e-08]"
1775,a group of people standing around a table with a crowd of people.,"[5.6444440e-09 2.6349631e-05 9.9756122e-01 ... 2.2039519e-08 2.7802594e-08
 1.8854097e-08]"
1776,a group of people standing around a table with a crowd of people.,"[5.6444440e-09 2.6349631e-05 9.9756122e-01 ... 2.2039519e-08 2.7802594e-08
 1.8854097e-08]"
1777,a group of people standing around a table with a crowd of people.,"[5.6444440e-09 2.6349631e-05 9.9756122e-01 ... 2.2039519e-08 2.7802594e-08
 1.8854097e-08]"
1778,a group of people standing around a table with a crowd of people.,"[5.5560840e-09 2.4470368e-05 9.9773383e-01 ... 2.1484537e-08 2.7051776e-08
 1.9153077e-08]"
1779,a group of people standing around a table with a crowd of people.,"[5.5560840e-09 2.4470368e-05 9.9773383e-01 ... 2.1484537e-08 2.7051776e-08
 1.9153077e-08]"
1780,a man is standing on a skateboard in the air.,"[5.2620650e-09 3.6781552e-05 9.9771750e-01 ... 2.0783665e-08 2.6456158e-08
 1.7385553e-08]"
1781,a man is standing on a skateboard in the air.,"[5.2620650e-09 3.6781552e-05 9.9771750e-01 ... 2.0783665e-08 2.6456158e-08
 1.7385553e-08]"
1782,a man is standing on a skateboard in the air.,"[5.2620650e-09 3.6781552e-05 9.9771750e-01 ... 2.0783665e-08 2.6456158e-08
 1.7385553e-08]"
1783,a man holding a cell phone in a room.,"[4.7254800e-09 3.3333759e-05 9.9803263e-01 ... 2.0150773e-08 2.3345454e-08
 1.6150180e-08]"
1784,a man holding a cell phone in a room.,"[4.7254800e-09 3.3333759e-05 9.9803263e-01 ... 2.0150773e-08 2.3345454e-08
 1.6150180e-08]"
1785,a group of people sitting on a bench in a park.,"[7.5243287e-09 4.0707127e-05 9.9735957e-01 ... 2.9383937e-08 3.8326291e-08
 2.5859862e-08]"
1786,a group of people sitting on a bench in a park.,"[7.5243287e-09 4.0707127e-05 9.9735957e-01 ... 2.9383937e-08 3.8326291e-08
 2.5859862e-08]"
1787,a group of people sitting on a bench in a park.,"[7.5243287e-09 4.0707127e-05 9.9735957e-01 ... 2.9383937e-08 3.8326291e-08
 2.5859862e-08]"
1788,a group of people sitting on a bench in a park.,"[7.5243287e-09 4.0707127e-05 9.9735957e-01 ... 2.9383937e-08 3.8326291e-08
 2.5859862e-08]"
1789,a man is standing in a room with a laptop.,"[4.3377786e-09 2.9559482e-05 9.9804854e-01 ... 1.7857547e-08 1.9766125e-08
 1.4635801e-08]"
1790,a man is standing in a room with a laptop.,"[4.3377786e-09 2.9559482e-05 9.9804854e-01 ... 1.7857547e-08 1.9766125e-08
 1.4635801e-08]"
1791,a man is standing in a room with a laptop.,"[4.3377786e-09 2.9559482e-05 9.9804854e-01 ... 1.7857547e-08 1.9766125e-08
 1.4635801e-08]"
1792,a man is standing in a room with a laptop.,"[4.3377786e-09 2.9559482e-05 9.9804854e-01 ... 1.7857547e-08 1.9766125e-08
 1.4635801e-08]"
1793,a group of people standing around a bench.,"[8.7871568e-09 3.1702413e-05 9.9711812e-01 ... 4.0540360e-08 4.8609483e-08
 3.3812324e-08]"
1794,a group of people standing around a bench.,"[8.7871568e-09 3.1702413e-05 9.9711812e-01 ... 4.0540360e-08 4.8609483e-08
 3.3812324e-08]"
1795,a group of people standing around a bench.,"[8.7871568e-09 3.1702413e-05 9.9711812e-01 ... 4.0540360e-08 4.8609483e-08
 3.3812324e-08]"
