,ID,Target_url,Target_text,Image_url,label
56,Rtr63,https://www.reuters.com/,"A man sleeps at a 24-hour McDonald's restaurant in Hong Kong, China November 10, 2015 A large number of homeless people sleeping on the street has long been been a problem in Hong Kong mainly due to its high rent and soaring property In recent years, McDonald's 24-hour fast food shops opening all over the city have become popular alternatives for people, know as McRefugees or McSleepers, to spend the night in a safer and more comfortable way than on the street McDonald's Hong Kong said in a statement that it is accommodating to people staying long in the restaurant for their own respective reasons, while striking a good balance to ensure that customers enjoy their dining experience",https://s4.reutersmedia.net/resources/r/?m=02&d=20160101&t=2&i=1106230504&w=780&fh=&fw=&ll=&pl=&sq=&r=2016-01-01T053014Z_20588_GF20000054363_RTRMADP_0_HONGKONG-ODDLY,REAL
57,Rtr64,https://www.reuters.com/,"A tractor collects golf balls on a driving range in the Palm Springs area, California April 13, 2015 The average daily water usage per person in Palm Springs is 201 gallons, more than double the California average California's cities and towns would be required to cut their water usage by up to 35 percent or face steep fines under proposed new rules, the state's first-ever mandatory cutbacks in urban water use as the state enters its fourth year of severe drought Communities where residential customers use more than 165 gallons of water per person per day would have to cut back by 35 percent",https://s4.reutersmedia.net/resources/r/?m=02&d=20160101&t=2&i=1106230440&w=780&fh=&fw=&ll=&pl=&sq=&r=2016-01-01T053014Z_20588_GF10000059467_RTRMADP_0_CALIFORNIA-DROUGHT,REAL
58,Rtr65,https://www.reuters.com/,"Residents, with their belongings, return to their villages on a pickup truck after Kurdish People's Protection Units (YPG) fighters said that they retook control of the area from Islamic State in the southern countryside of Ras al-Ain, Syria",https://s1.reutersmedia.net/resources/r/?m=02&d=20160101&t=2&i=1106230444&w=780&fh=&fw=&ll=&pl=&sq=&r=2016-01-01T053014Z_20588_GF10000094436_RTRMADP_0_MIDEAT-CRISIS-SYRIA,REAL
59,Rtr66,https://www.reuters.com/,"Children play with adults near the entrance to Mount Sinai United Christian Church, where an Interfaith Prayer Service for Healing and Reconciliation is held in memory for the late Eric Garner, in the Staten Island borough of New York July 14, 2015",https://s4.reutersmedia.net/resources/r/?m=02&d=20160101&t=2&i=1106230469&w=780&fh=&fw=&ll=&pl=&sq=&r=2016-01-01T053014Z_20588_GF10000159460_RTRMADP_0_USA-NEW-YORK-GARNER,REAL
60,Rtr67,https://www.reuters.com/,A law enforcement officer uses pepper spray to disperse the crowd at the intersection of North and Pennsylvania Avenues in Baltimore,https://s2.reutersmedia.net/resources/r/?m=02&d=20160101&t=2&i=1106230452&w=780&fh=&fw=&ll=&pl=&sq=&r=2016-01-01T053014Z_20588_GF10000084243_RTRMADP_0_USA-POLICE-BALTIMORE,REAL
61,Rtr68,https://www.reuters.com/,"A refugee prepares to hand over a toddler to a volunteer lifeguard as a half-sunken catamaran carrying around 150 refugees, most of them Syrians, arrives after crossing part of the Aegean sea from Turkey on the Greek island of Lesbos, October 30, 2015 There were no casaulties amongst the refugees who were travelling on the catamaran, according to a Reuters witness",https://s2.reutersmedia.net/resources/r/?m=02&d=20160101&t=2&i=1106230499&w=780&fh=&fw=&ll=&pl=&sq=&r=2016-01-01T053014Z_20588_GF20000038760_RTRMADP_0_EUROPE-MIGRANTS-GREECE,REAL
62,Rtr69,https://www.reuters.com/,Pope Francis shakes hands with an inmate as he meets with prisoners at Curran-Fromhold Correctional Facility in Philadelphia,https://s1.reutersmedia.net/resources/r/?m=02&d=20160101&t=2&i=1106230532&w=780&fh=&fw=&ll=&pl=&sq=&r=2016-01-01T053014Z_20588_TB3EB9R16E510_RTRMADP_0_POPE-USA,REAL
63,Rtr70,https://www.reuters.com/,"A woman takes advantage of warm spring weather temperatures on the beach in Nice, France",https://s4.reutersmedia.net/resources/r/?m=02&d=20160101&t=2&i=1106230528&w=780&fh=&fw=&ll=&pl=&sq=&r=2016-01-01T053014Z_20588_PM1EB3V19YQ01_RTRMADP_0_FRANCE-WEATHER,REAL
64,Rtr71,https://www.reuters.com/,"A dolphin jumps in front of a raft overcrowded by Syrian refugees while crossing a part of the Aegean Sea from Turkey (seen in the background) to the Greek island of Lesbos October 21, 2015",https://s2.reutersmedia.net/resources/r/?m=02&d=20160101&t=2&i=1106230497&w=780&fh=&fw=&ll=&pl=&sq=&r=2016-01-01T053014Z_20588_GF20000026787_RTRMADP_0_EUROPE-MIGRANTS-GREECE,REAL
65,Rtr72,https://www.reuters.com/,"A Syrian refugee kisses his daughter as he walks through a rainstorm towards Greece's border with Macedonia, near the Greek village of Idomeni",https://s2.reutersmedia.net/resources/r/?m=02&d=20160101&t=2&i=1106230524&w=780&fh=&fw=&ll=&pl=&sq=&r=2016-01-01T053014Z_20588_LR2EB9A0S68EH_RTRMADP_0_EUROPE-MIGRANTS-GREECE,REAL
66,Rtr73,https://www.reuters.com/,"Russian conscripts wait for medical tests at a recruiting station in the southern city of Stavropol, Russia",https://s4.reutersmedia.net/resources/r/?m=02&d=20160101&t=2&i=1106230498&w=780&fh=&fw=&ll=&pl=&sq=&r=2016-01-01T053014Z_20588_GF20000035060_RTRMADP_0_RUSSIA-MILITARY,REAL
67,Rtr74,https://www.reuters.com/,"Russian President Vladimir Putin (front) is seen inside a research bathyscaphe while submerging into the waters of the Black Sea as he takes part in an expedition near Sevastopol, Crimea",https://s3.reutersmedia.net/resources/r/?m=02&d=20160101&t=2&i=1106230475&w=780&fh=&fw=&ll=&pl=&sq=&r=2016-01-01T053014Z_20588_GF10000175644_RTRMADP_0_UKRAINE-CRISIS-CRIMEA-PUTIN,REAL
68,Rtr75,https://www.reuters.com/,"Nicola Sturgeon (2nd R), the leader of the Scottish National Party, poses with local candidate Michelle Thomson during a campaign visit in South Queensferry, Britain April 28, 2015",https://s3.reutersmedia.net/resources/r/?m=02&d=20160101&t=2&i=1106230521&w=780&fh=&fw=&ll=&pl=&sq=&r=2016-01-01T053014Z_20588_LR2EB4S15WYZI_RTRMADP_0_BRITAIN-ELECTION,REAL
69,Rtr76,https://www.reuters.com/,"A ""Sadhu"", or a Hindu holy man, takes a dip at the confluence of the river Ganges and the Bay of Bengal, ahead of the ""Makar Sankranti"" festival at Sagar Island, south of Kolkata January 13, 2015",https://s3.reutersmedia.net/resources/r/?m=02&d=20160101&t=2&i=1106230509&w=780&fh=&fw=&ll=&pl=&sq=&r=2016-01-01T053014Z_20588_GM1EB1D16QB01_RTRMADP_0_INDIA-RELIGION,REAL
70,Rtr78,https://www.reuters.com/,"Wreckage of the Airbus A320 is seen at the site of the crash, near Seyne-les-Alpes, French Alps March 26, 2015 A young German co-pilot locked himself alone in the cockpit of Germanwings flight 9525 and set it on course to crash into an Alpine mountain, killing all 150 people on board including himself, prosecutors said French prosecutors offered no motive for why 28-year-old Andreas Lubitz apparently took the controls of the Airbus A320, locked the captain out of the cockpit and deliberately set it veering down from cruising altitude at 3,000 feet per minute",https://s2.reutersmedia.net/resources/r/?m=02&d=20160101&t=2&i=1106230527&w=780&fh=&fw=&ll=&pl=&sq=&r=2016-01-01T053014Z_20588_PM1EB3Q1JUB01_RTRMADP_0_FRANCE-CRASH,REAL
71,Rtr79,https://www.reuters.com/,"An aerial view shows the Mont Saint-Michel off France's Normandy coast March 20, 2015 Parts of the French coast were on alert for the so-called ""tide of the century"", with tidal coefficients of 118 and 119 respectively on March 20 and 21",https://s2.reutersmedia.net/resources/r/?m=02&d=20160101&t=2&i=1106230519&w=780&fh=&fw=&ll=&pl=&sq=&r=2016-01-01T053014Z_20588_LR2EB3K1GZ3VQ_RTRMADP_0_FRANCE-TIDE,REAL
72,Rtr81,https://www.reuters.com/,"Fan Guohui comforts his wife Zheng Qing as they show their son's resting place to reporters on their visit to the graveyard in Zhangjiakou, China, November 22, 2015 Fan Lifeng, the son of Fan Guohui and his wife Zheng Qing, both aged 56, was born in 1984 and died in a car accident in 2012 Fan Guohui has petitioned the government to give financial and moral support to ""shidu"" parents, those whose only child had died Zheng Qing said the couple was ""emotionally ruined"" China scrapping its one-child policy has deepened the sorrow of some parents whose only child has died, in a country where children traditionally look after their parents in old age",https://s2.reutersmedia.net/resources/r/?m=02&d=20160101&t=2&i=1106230507&w=780&fh=&fw=&ll=&pl=&sq=&r=2016-01-01T053014Z_20588_GF20000075536_RTRMADP_0_CHINA-CHILD-WIDERIMAGE,REAL
73,Rtr83,https://www.reuters.com/,A man gives medical assistance to an injured man as two wounded children wait nearby at a field hospital after what activists said was an air strike by forces of Syria's President Bashar al-Assad in the Duma neighborhood of Damascus,https://s4.reutersmedia.net/resources/r/?m=02&d=20160101&t=2&i=1106230512&w=780&fh=&fw=&ll=&pl=&sq=&r=2016-01-01T053014Z_20588_GM1EB221R4L01_RTRMADP_0_SYRIA-CRISIS,REAL
74,Rtr84,https://www.reuters.com/,"A Syrian refugee reacts as he waits behind border fences to cross into Turkey at Akcakale border gate in Sanliurfa province, Turkey",https://s4.reutersmedia.net/resources/r/?m=02&d=20160101&t=2&i=1106230459&w=780&fh=&fw=&ll=&pl=&sq=&r=2016-01-01T053014Z_20588_GF10000128114_RTRMADP_0_MIDEAST-CRISIS-TURKEY-REFUGEES,REAL
75,Rtr85,https://www.reuters.com/,"A pensioner leans against the main door of a branch of the National Bank as he waits to receive part of his pension in Athens, Greece",https://s2.reutersmedia.net/resources/r/?m=02&d=20160101&t=2&i=1106230464&w=780&fh=&fw=&ll=&pl=&sq=&r=2016-01-01T053014Z_20588_GF10000151049_RTRMADP_0_EUROZONE-GREECE,REAL
76,Rtr86,https://www.reuters.com/,"An abandoned department store is seen flooded in Bangkok January 13, 2015 Staff from Bangkok Metropolitan Administration (BMA) office were catching fish at the ground floor of the roofless New World department store that was closed down in 1997 Thousands of fish such as catfish, fancy carps as well as black and red tilapias were released into the ground floor of the building, flooded with rainwater, as local vendors tried to control mosquitoes in the area, local media reported BMA recently decided to remove the fish and release the water",https://s2.reutersmedia.net/resources/r/?m=02&d=20160101&t=2&i=1106230511&w=780&fh=&fw=&ll=&pl=&sq=&r=2016-01-01T053014Z_20588_GM1EB1D1CMO01_RTRMADP_0_THAILAND-FISH,REAL
77,Rtr88,https://www.reuters.com/,"Britain's Prince George looks into the pram of his sister Princess Charlotte after her christening at the Church of St Mary Magdalene in Sandringham, Britain July 5, 2015",https://s2.reutersmedia.net/resources/r/?m=02&d=20160101&t=2&i=1106230463&w=780&fh=&fw=&ll=&pl=&sq=&r=2016-01-01T053014Z_20588_GF10000149496_RTRMADP_0_BRITAIN-ROYALS-CHARLOTTE,REAL
78,Rtr89,https://www.reuters.com/,"Democratic presidential candidate Hillary Clinton greets Louie Dixon as she campaigns at the Iowa State Fair in Des Moines, Iowa, United States",https://s3.reutersmedia.net/resources/r/?m=02&d=20160101&t=2&i=1106230496&w=780&fh=&fw=&ll=&pl=&sq=&r=2016-01-01T053014Z_20588_GF20000021278_RTRMADP_0_USA-ELECTION-CLINTON,REAL
79,Rtr91,https://www.reuters.com/,"Syrian migrants cross under a fence as they enter Hungary at the border with Serbia, near Roszke",https://s4.reutersmedia.net/resources/r/?m=02&d=20160101&t=2&i=1106230478&w=780&fh=&fw=&ll=&pl=&sq=&r=2016-01-01T053014Z_20588_GF10000184029_RTRMADP_0_EUROPE-MIGRANTS-HUNGARY,REAL
80,Rtr92,https://www.reuters.com/,"Leandro Wendell dos Santos, 14, wearing a Santa Claus costume, plays with kids as he walks along the alley of the Mare slums complex to distribute presents to children in Rio de Janeiro, Brazil, December 23, 2015 Leandro is part of a volunteer group of residents of Mare slums complex that distributes donated toys to children of the community",https://s3.reutersmedia.net/resources/r/?m=02&d=20160101&t=2&i=1106230491&w=780&fh=&fw=&ll=&pl=&sq=&r=2016-01-01T053014Z_20588_GF10000275102_RTRMADP_0_CHRISTMAS-SEASON,REAL
81,Rtr93,https://www.reuters.com/,"A fire trail is seen during clashes between forces loyal to Syria's President Bashar al-Assad and the Army of Islam fighters, on the eastern mountains of Qalamoun overlooking the town of Douma, eastern Ghouta, near Damascus, Syria October 1, 2015",https://s1.reutersmedia.net/resources/r/?m=02&d=20160101&t=2&i=1106230434&w=780&fh=&fw=&ll=&pl=&sq=&r=2016-01-01T053014Z_20588_D1AERUVSSEAA_RTRMADP_0_MIDEAST-CRISIS-SYRIA,REAL
82,Rtr94,https://www.reuters.com/,"A Palestinian boy sleeps on a mattress inside the remains of his family's house, that witnesses said was destroyed by Israeli shelling during a 50-day war in 2014 summer, during a sandstorm in Gaza September 8, 2015",https://s3.reutersmedia.net/resources/r/?m=02&d=20160101&t=2&i=1106230480&w=780&fh=&fw=&ll=&pl=&sq=&r=2016-01-01T053014Z_20588_GF10000197481_RTRMADP_0_MIDEAST-STORM,REAL
83,Rtr95,https://www.reuters.com/,"Sandstone sculpted by water and wind erosion is seen in a slot canyon, one of hundreds that surround Lake Powell near Page, Arizona, May 26, 2015 Lake Powell on the Colorado River provides water for Nevada, Arizona and California A severe drought in recent years, combined with withdrawals that many believe are not sustainable, has reduced its levels to only about 42 percent of its capacity",https://s1.reutersmedia.net/resources/r/?m=02&d=20160101&t=2&i=1106230483&w=780&fh=&fw=&ll=&pl=&sq=&r=2016-01-01T053014Z_20588_GF10000208232_RTRMADP_0_CLIMATECHANGE-SUMMIT-EARTHPRINTS-USA,REAL
84,Rtr96,https://www.reuters.com/,"Cows are seen in this aerial view on a deforested plot of the Amazon rainforest near Rio Pardo, in the district of Porto Velho, Rondonia State, Brazil, September 3, 2015 The town of Rio Pardo, a settlement of about 4,000 people in the Amazon rainforest, rises where only jungle stood less than a quarter of a century ago Loggers first cleared the forest followed by ranchers and farmers, then small merchants and prospectors Brazil's government has stated a goal of eliminating illegal deforestation, but enforcing the law in remote corners like Rio Pardo is far from easy",https://s3.reutersmedia.net/resources/r/?m=02&d=20160101&t=2&i=1106230500&w=780&fh=&fw=&ll=&pl=&sq=&r=2016-01-01T053014Z_20588_GF20000046401_RTRMADP_0_CLIMATECHANGE-SUMMIT-EARTHPRINTS-BRAZIL,REAL
85,Rtr97,https://www.reuters.com/,"General view of the residential area at dusk in Jodhpur, Rajasthan state, India April 5, 2015",https://s4.reutersmedia.net/resources/r/?m=02&d=20160101&t=2&i=1106230437&w=780&fh=&fw=&ll=&pl=&sq=&r=2016-01-01T053014Z_20588_GF10000054568_RTRMADP_0_INDIA-BLUECITY,REAL
86,Rtr98,https://www.reuters.com/,A dinghy overcrowded with Syrian refugees drifts in the Aegean sea between Turkey and Greece after its motor broke down off the Greek island of Kos,https://s2.reutersmedia.net/resources/r/?m=02&d=20160101&t=2&i=1106230494&w=780&fh=&fw=&ll=&pl=&sq=&r=2016-01-01T053014Z_20588_GF20000019722_RTRMADP_0_EUROPE-MIGRANTS-GREECE,REAL
87,Rtr99,https://www.reuters.com/,"Protester Ieshia Evans is detained by law enforcement near the headquarters of the Baton Rouge Police Department in Baton Rouge, Louisiana, during a demonstration against the shooting death of Alton Sterling July 9, 2016",https://s4.reutersmedia.net/resources/r/?m=02&d=20161230&t=2&i=1167173567&w=780&fh=&fw=&ll=&pl=&sq=&r=2016-12-30T221008Z_25272_S1AETORGYTAA_RTRMADP_0_USA-POLICE-PROTESTS,REAL
88,Rtr100,https://www.reuters.com/,"Audience member Robin Roy (C) reacts as Donald Trump greets her at a campaign rally in Lowell, Massachusetts January 4, 2016",https://s3.reutersmedia.net/resources/r/?m=02&d=20161230&t=2&i=1167173530&w=780&fh=&fw=&ll=&pl=&sq=&r=2016-12-30T221008Z_25272_GF10000282770_RTRMADP_0_USA-ELECTION-TRUMP,REAL
89,Rtr101,https://www.reuters.com/,"Jackeline, 26, holds her son who is 4-months old and born with microcephaly, in front of their house in Olinda, near Recife, Brazil",https://s3.reutersmedia.net/resources/r/?m=02&d=20161230&t=2&i=1167173527&w=780&fh=&fw=&ll=&pl=&sq=&r=2016-12-30T221008Z_25272_GF10000305335_RTRMADP_0_HEALTH-ZIKA-BRAZIL,REAL
90,Rtr102,https://www.reuters.com/,"A man walks through a garden on an autumn day in Srinagar, Indian-administered Kashmir",https://s2.reutersmedia.net/resources/r/?m=02&d=20161230&t=2&i=1167173532&w=780&fh=&fw=&ll=&pl=&sq=&r=2016-12-30T221008Z_25272_D1BEUMYSKWAA_RTRMADP_0_INDIA-DAILYLIFE,REAL
91,Rtr103,https://www.reuters.com/,"A woman with a Ziggy Stardust tattoo visits a mural of David Bowie in Brixton, south London, January 11, 2016 David Bowie, a music legend who used daringly androgynous displays of sexuality and glittering costumes to frame legendary rock hits ""Ziggy Stardust"" and ""Space Oddity"", has died of cancer",https://s2.reutersmedia.net/resources/r/?m=02&d=20161230&t=2&i=1167173548&w=780&fh=&fw=&ll=&pl=&sq=&r=2016-12-30T221008Z_25272_LR2EC1B194BMW_RTRMADP_0_PEOPLE-BOWIE-DEATH,REAL
92,Rtr104,https://www.reuters.com/,"A woman removes a Niqab she was wearing in her village after Syria Democratic Forces (SDF) took control of it, on the outskirts of Manbij city, Aleppo province, Syria June 9, 2016",https://s3.reutersmedia.net/resources/r/?m=02&d=20161230&t=2&i=1167173562&w=780&fh=&fw=&ll=&pl=&sq=&r=2016-12-30T221008Z_25272_S1AETIZCMUAB_RTRMADP_0_MIDEAST-CRISIS-SYRIA-MANBIJ,REAL
93,Rtr106,https://www.reuters.com/,"Dawn breaks behind the Houses of Parliament and the statue of Winston Churchill the day after the Brexit vote in Westminster, London June 24, 2016",https://s4.reutersmedia.net/resources/r/?m=02&d=20161230&t=2&i=1167173542&w=780&fh=&fw=&ll=&pl=&sq=&r=2016-12-30T221008Z_25272_LR1EC6O09OUL4_RTRMADP_0_BRITAIN-EU,REAL
94,Rtr107,https://www.reuters.com/,"A body is seen on the ground July 15, 2016 after 86 people were killed in Nice, France, when a truck ran into a crowd celebrating the Bastille Day national holiday July 14",https://s2.reutersmedia.net/resources/r/?m=02&d=20161230&t=2&i=1167173544&w=780&fh=&fw=&ll=&pl=&sq=&r=2016-12-30T221008Z_25272_LR1EC7E1REYMZ_RTRMADP_0_FRANCE-CRASH,REAL
95,Rtr108,https://www.reuters.com/,"(L-R) Maria Silva, Milena Cortes, Maria Arteaga, Jackeline Bastidas and Gissy Abello pose for a picture at the Famproa dogs shelter where they work, in Los Teques, Venezuela, August 25, 2016 Venezuelans struggling to feed their families let alone pets amid an unprecedented economic crisis are increasingly dumping scrawny animals in streets, parks and makeshift shelters",https://s4.reutersmedia.net/resources/r/?m=02&d=20161230&t=2&i=1167173576&w=780&fh=&fw=&ll=&pl=&sq=&r=2016-12-30T221008Z_25272_S1AETZYCOGAA_RTRMADP_0_VENEZUELA-ECONOMY-ANIMALS,REAL
96,Rtr109,https://www.reuters.com/,"A banner stating ""We Love You Muhammad"" is displayed as well-wishers touch the hearse carrying the body of the late boxing champion Muhammad Ali during his funeral procession through Louisville, Kentucky",https://s2.reutersmedia.net/resources/r/?m=02&d=20161230&t=2&i=1167173563&w=780&fh=&fw=&ll=&pl=&sq=&r=2016-12-30T221008Z_25272_S1AETJDPMFAB_RTRMADP_0_PEOPLE-ALI,REAL
97,Rtr110,https://www.reuters.com/,"A man walks along a street covered by snow during a winter storm in Washington January 23, 2016",https://s4.reutersmedia.net/resources/r/?m=02&d=20161230&t=2&i=1167173521&w=780&fh=&fw=&ll=&pl=&sq=&r=2016-12-30T221008Z_25272_GF20000104585_RTRMADP_0_USA-WEATHER,REAL
98,Rtr111,https://www.reuters.com/,"Lady Gaga sings her Oscar-nominated song ""Til It Happens to You"" at the 88th Academy Awards in Hollywood, California February 28, 2016 Vice President Joe Biden made a special appearance at the Oscars ceremony to advocate for victims of sexual assault and introduced a powerful performance by Lady Gaga that featured survivors of sexual abuse",https://s3.reutersmedia.net/resources/r/?m=02&d=20161230&t=2&i=1167173612&w=780&fh=&fw=&ll=&pl=&sq=&r=2016-12-30T221008Z_25272_TB3EC2T0EZHY8_RTRMADP_0_AWARDS-OSCARS-BIDEN,REAL
99,Rtr113,https://www.reuters.com/,"A girl and a woman sit inside the car as firecrackers and fireworks explode celebrating the start of the Chinese Lunar New Year of Monkey in Beijing just before midnight February 7, 2016",https://s4.reutersmedia.net/resources/r/?m=02&d=20161230&t=2&i=1167173528&w=780&fh=&fw=&ll=&pl=&sq=&r=2016-12-30T221008Z_25272_GF10000299638_RTRMADP_0_LUNAR-NEWYEAR,REAL
100,Rtr114,https://www.reuters.com/,"Wrestler Kairi Hojo jumps at her opponent Mieko satomura during their Stardom female professional wrestling show at Korakuen Hall in Tokyo, Japan, July 26, 2015 Professional women's wrestling in Japan means body slams, sweat, and garish costumes But Japanese rules on hierarchy also come into play, with a culture of deference to veteran fighters The brutal reality of the ring is masked by a strong fantasy element that feeds its popularity with fans, most of them men",https://s4.reutersmedia.net/resources/r/?m=02&d=20161230&t=2&i=1167173523&w=780&fh=&fw=&ll=&pl=&sq=&r=2016-12-30T221008Z_25272_GF10000373190_RTRMADP_0_JAPAN-WRESTLERS,REAL
101,Rtr115,https://www.reuters.com/,"Syrian refugee girl Housaida rests inside the Spanish rescue vessel Astral after being rescued by the Spanish NGO Proactiva off the Libyan coast in the Mediterranean Sea August 18, 2016",https://s4.reutersmedia.net/resources/r/?m=02&d=20161230&t=2&i=1167173574&w=780&fh=&fw=&ll=&pl=&sq=&r=2016-12-30T221008Z_25272_S1AETWEOGDAA_RTRMADP_0_EUROPE-MIGRANTS,REAL
102,Rtr117,https://www.reuters.com/,"A man feeds seagulls on a beach along the Arabian Sea in Mumbai, India",https://s2.reutersmedia.net/resources/r/?m=02&d=20161230&t=2&i=1167173592&w=780&fh=&fw=&ll=&pl=&sq=&r=2016-12-30T221008Z_25272_S1BETFSAMJAA_RTRMADP_0_INDIA-DAILYLIFE,REAL
103,Rtr118,https://www.reuters.com/,"Pizzas are seen on the terrace of Cappuccino restaurant after an attack on the restaurant and the Splendid Hotel in Ouagadougou, Burkina Faso",https://s4.reutersmedia.net/resources/r/?m=02&d=20161230&t=2&i=1167173522&w=780&fh=&fw=&ll=&pl=&sq=&r=2016-12-30T221008Z_25272_GF20000099033_RTRMADP_0_BURKINA-ATTACKS,REAL
104,Rtr121,https://www.reuters.com/,"People walk on a sightseeing platform in Zhangjiajie, Hunan Province, China",https://s4.reutersmedia.net/resources/r/?m=02&d=20161230&t=2&i=1167173594&w=780&fh=&fw=&ll=&pl=&sq=&r=2016-12-30T221008Z_25272_S1BETTBCNFAA_RTRMADP_0_CHINA-ODDLY,REAL
105,Rtr122,https://www.reuters.com/,"An emu runs to escape an approaching wildfire as it burns near Potrero, California",https://s4.reutersmedia.net/resources/r/?m=02&d=20161230&t=2&i=1167173591&w=780&fh=&fw=&ll=&pl=&sq=&r=2016-12-30T221008Z_25272_S1BETLBUYYAB_RTRMADP_0_USA-WILDFIRES,REAL
106,Rtr123,https://www.reuters.com/,"Portugal's Cristiano Ronaldo celebrates with Nani and Joao Mario after scoring their second goal against Hungary at the Euro June 22, 2016",https://s4.reutersmedia.net/resources/r/?m=02&d=20161230&t=2&i=1167173565&w=780&fh=&fw=&ll=&pl=&sq=&r=2016-12-30T221008Z_25272_S1AETLLQXWAB_RTRMADP_0_SOCCER-EURO-HUN-POR,REAL
107,Rtr124,https://www.reuters.com/,"A boy stands in front of a house built on bombs dropped by the US Air Force planes during the Vietnam War, in the village of Ban Napia in Xieng Khouang province, Laos September 3, 2016",https://s4.reutersmedia.net/resources/r/?m=02&d=20161230&t=2&i=1167173575&w=780&fh=&fw=&ll=&pl=&sq=&r=2016-12-30T221008Z_25272_S1AETZNWCZAA_RTRMADP_0_LAOS-BOMBS,REAL
108,Rtr125,https://www.reuters.com/,"A woman sits on ruins after typhoon Nepartak swept through Minqing county, Fujian province, China",https://s1.reutersmedia.net/resources/r/?m=02&d=20161230&t=2&i=1167173569&w=780&fh=&fw=&ll=&pl=&sq=&r=2016-12-30T221008Z_25272_S1AETOXMOIAA_RTRMADP_0_ASIA-STORM-CHINA,REAL
109,Rtr126,https://www.reuters.com/,"Syria Democratic Forces (SDF) female fighters embrace each other in the city of Manbij, in Aleppo Governorate, Syria",https://s3.reutersmedia.net/resources/r/?m=02&d=20161230&t=2&i=1167173595&w=780&fh=&fw=&ll=&pl=&sq=&r=2016-12-30T221008Z_25272_S1BETUQMXJAA_RTRMADP_0_MIDEAST-CRISIS-MANBIJ,REAL
110,Rtr127,https://www.reuters.com/,"Beyonce and Chris Martin of Coldplay perform during the half-time show at the NFL's Super Bowl 50 between the Carolina Panthers and the Denver Broncos in Santa Clara, California February 7, 2016",https://s3.reutersmedia.net/resources/r/?m=02&d=20161230&t=2&i=1167173611&w=780&fh=&fw=&ll=&pl=&sq=&r=2016-12-30T221008Z_25272_TB3EC2805J8J7_RTRMADP_0_NFL-SUPERBOWL,REAL
111,Rtr128,https://www.reuters.com/,"A monkey catches knives as it balances on a board during a daily training session at a monkey farm in Baowan village, Xinye county of China�s central Henan province, February 2, 2016 Baowan village of China�s central Henan province appears to be your average farming community from the surface, but at a closer look, one can hear monkey hoots from every direction Although no official number exists, villagers say that they have been a breeding ground for both monkeys and monkey trainers for centuries",https://s4.reutersmedia.net/resources/r/?m=02&d=20161230&t=2&i=1167173516&w=780&fh=&fw=&ll=&pl=&sq=&r=2016-12-30T221008Z_25272_D1BESKXEXPAB_RTRMADP_0_LUNAR-NEWYEAR-CHINA-MONKEY,REAL
112,Rtr129,https://www.reuters.com/,"A Muslim woman wearing a Hijab stands in the waters in the Mediterranean Sea as an Israeli stands nearby on the beach in Tel Aviv, Israel August 21, 2016",https://s1.reutersmedia.net/resources/r/?m=02&d=20161230&t=2&i=1167173597&w=780&fh=&fw=&ll=&pl=&sq=&r=2016-12-30T221008Z_25272_S1BETXBXGXAA_RTRMADP_0_RELIGION-BURQA,REAL
113,Rtr130,https://www.reuters.com/,"A crane is seen next to a giant statue of Chinese late chairman Mao Zedong under construction near crop fields in a village of Tongxu county, Henan province, China",https://s3.reutersmedia.net/resources/r/?m=02&d=20161230&t=2&i=1167173578&w=780&fh=&fw=&ll=&pl=&sq=&r=2016-12-30T221008Z_25272_S1AEUAFAQPAA_RTRMADP_0_CHINA-MAO,REAL
114,Rtr131,https://www.reuters.com/,"A businessman looks at cherry blossoms in almost full bloom in Tokyo, Japan",https://s2.reutersmedia.net/resources/r/?m=02&d=20161230&t=2&i=1167173510&w=780&fh=&fw=&ll=&pl=&sq=&r=2016-12-30T221008Z_25272_D1AESVVAGTAB_RTRMADP_0_JAPAN-DAILYLIFE,REAL
115,Rtr132,https://www.reuters.com/,Air Force One carrying US President Barack Obama and his family flies over a neighborhood of Havana as it approaches the runway to land at Havana's international airport,https://s1.reutersmedia.net/resources/r/?m=02&d=20161230&t=2&i=1167173613&w=780&fh=&fw=&ll=&pl=&sq=&r=2016-12-30T221008Z_25272_TB3EC3L190MCQ_RTRMADP_0_USA-CUBA,REAL
116,Rtr133,https://www.reuters.com/,"Kenyan policemen beat a protester during clashes in Nairobi, Kenya May 16, 2016",https://s4.reutersmedia.net/resources/r/?m=02&d=20161230&t=2&i=1167173588&w=780&fh=&fw=&ll=&pl=&sq=&r=2016-12-30T221008Z_25272_S1BETEJPFMAA_RTRMADP_0_KENYA-POLITICS,REAL
117,Rtr134,https://www.reuters.com/,"A resident brings French baguettes to his mother's flooded house after heavy rain falls in Chalette-sur-Loing Montargis, near Orleans, France",https://s4.reutersmedia.net/resources/r/?m=02&d=20161230&t=2&i=1167173538&w=780&fh=&fw=&ll=&pl=&sq=&r=2016-12-30T221008Z_25272_LR1EC6110F5TA_RTRMADP_0_FRANCE-WEATHER,REAL
